Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,CP10A_scaffolds.fasta_PROKKA_09032023,CP12E_scaffolds.fasta_PROKKA_09032023,CP13A_scaffolds.fasta_PROKKA_09032023,CP15C_scaffolds.fasta_PROKKA_09032023,CP17D_scaffolds.fasta_PROKKA_09032023,CP19F2_scaffolds.fasta_PROKKA_09032023,CP20G1_scaffolds.fasta_PROKKA_09032023,CP2A_scaffolds.fasta_PROKKA_09032023,CP3F2_scaffolds.fasta_PROKKA_09032023,CP5A_scaffolds.fasta_PROKKA_09032023
group_3300,,hypothetical protein,10,10,1.0,8,110,,,,2061,2061,2061.0,JPLAHNLF_05429,JAGMMPDK_05394,EONIFOAI_05826,BJIDENJG_05858,HGPKINJB_04592,IJMDIMPO_04688,CJGAGBCL_05347,OLBBELCE_05622,DHHEPMPN_05442,IHHDMFPH_05518
aroE_2,aroE_2,Shikimate dehydrogenase (NADP(+)),10,10,1.0,8,109,,,,825,825,825.0,JPLAHNLF_05300,JAGMMPDK_05271,EONIFOAI_05626,BJIDENJG_05596,HGPKINJB_04529,IJMDIMPO_04625,CJGAGBCL_05167,OLBBELCE_05513,DHHEPMPN_05324,IHHDMFPH_05370
betC,betC,Choline-sulfatase,10,10,1.0,8,108,,,,1515,1515,1515.0,JPLAHNLF_05303,JAGMMPDK_05268,EONIFOAI_05623,BJIDENJG_05593,HGPKINJB_04532,IJMDIMPO_04628,CJGAGBCL_05170,OLBBELCE_05510,DHHEPMPN_05327,IHHDMFPH_05373
zur,zur,Zinc uptake regulation protein,10,10,1.0,8,107,,,,483,483,483.0,JPLAHNLF_05440,JAGMMPDK_05383,EONIFOAI_05815,BJIDENJG_05869,HGPKINJB_04581,IJMDIMPO_04677,CJGAGBCL_05358,OLBBELCE_05633,DHHEPMPN_05431,IHHDMFPH_05508
group_3299,,hypothetical protein,10,10,1.0,8,106,,,,186,186,186.0,JPLAHNLF_05407,JAGMMPDK_05416,EONIFOAI_05848,BJIDENJG_05836,HGPKINJB_04614,IJMDIMPO_04710,CJGAGBCL_05325,OLBBELCE_05600,DHHEPMPN_05464,IHHDMFPH_05540
group_3298,,5'-nucleotidase,10,10,1.0,8,105,,,,660,660,660.0,JPLAHNLF_05322,JAGMMPDK_05249,EONIFOAI_05604,BJIDENJG_05574,HGPKINJB_04551,IJMDIMPO_04647,CJGAGBCL_05189,OLBBELCE_05491,DHHEPMPN_05346,IHHDMFPH_05392
group_3297,,hypothetical protein,10,10,1.0,8,104,,,,921,921,921.0,JPLAHNLF_05302,JAGMMPDK_05269,EONIFOAI_05624,BJIDENJG_05594,HGPKINJB_04531,IJMDIMPO_04627,CJGAGBCL_05169,OLBBELCE_05511,DHHEPMPN_05326,IHHDMFPH_05372
gltP,gltP,Proton/glutamate-aspartate symporter,10,10,1.0,8,103,,,,1332,1332,1332.0,JPLAHNLF_05422,JAGMMPDK_05401,EONIFOAI_05833,BJIDENJG_05851,HGPKINJB_04599,IJMDIMPO_04695,CJGAGBCL_05340,OLBBELCE_05615,DHHEPMPN_05449,IHHDMFPH_05525
katE,katE,Catalase HPII,10,10,1.0,8,102,,,,2142,2142,2142.0,JPLAHNLF_05444,JAGMMPDK_05379,EONIFOAI_05811,BJIDENJG_05873,HGPKINJB_04577,IJMDIMPO_04673,CJGAGBCL_05362,OLBBELCE_05637,DHHEPMPN_05427,IHHDMFPH_05504
group_3296,,hypothetical protein,10,10,1.0,8,101,,,,1542,1542,1542.0,JPLAHNLF_05332,JAGMMPDK_05239,EONIFOAI_05594,BJIDENJG_05564,HGPKINJB_04561,IJMDIMPO_04657,CJGAGBCL_05199,OLBBELCE_05481,DHHEPMPN_05356,IHHDMFPH_05402
group_3295,,Gluconate 2-dehydrogenase subunit 3,10,10,1.0,8,100,,,,753,753,753.0,JPLAHNLF_05327,JAGMMPDK_05244,EONIFOAI_05599,BJIDENJG_05569,HGPKINJB_04556,IJMDIMPO_04652,CJGAGBCL_05194,OLBBELCE_05486,DHHEPMPN_05351,IHHDMFPH_05397
group_3294,,hypothetical protein,10,10,1.0,8,99,,,,585,585,585.0,JPLAHNLF_05340,JAGMMPDK_05231,EONIFOAI_05586,BJIDENJG_05556,HGPKINJB_04569,IJMDIMPO_04665,CJGAGBCL_05207,OLBBELCE_05473,DHHEPMPN_05364,IHHDMFPH_05410
group_3293,,hypothetical protein,10,10,1.0,8,98,,,,273,273,273.0,JPLAHNLF_05325,JAGMMPDK_05246,EONIFOAI_05601,BJIDENJG_05571,HGPKINJB_04554,IJMDIMPO_04650,CJGAGBCL_05192,OLBBELCE_05488,DHHEPMPN_05349,IHHDMFPH_05395
group_3292,,hypothetical protein,10,10,1.0,8,97,,,,423,423,423.0,JPLAHNLF_05320,JAGMMPDK_05251,EONIFOAI_05606,BJIDENJG_05576,HGPKINJB_04549,IJMDIMPO_04645,CJGAGBCL_05187,OLBBELCE_05493,DHHEPMPN_05344,IHHDMFPH_05390
mmgC_6,mmgC_6,Acyl-CoA dehydrogenase,10,10,1.0,8,96,,,,1182,1182,1182.0,JPLAHNLF_05400,JAGMMPDK_05423,EONIFOAI_05855,BJIDENJG_05829,HGPKINJB_04621,IJMDIMPO_04717,CJGAGBCL_05318,OLBBELCE_05593,DHHEPMPN_05471,IHHDMFPH_05547
dauA_2,dauA_2,C4-dicarboxylic acid transporter DauA,10,10,1.0,8,95,,,,1569,1569,1569.0,JPLAHNLF_05301,JAGMMPDK_05270,EONIFOAI_05625,BJIDENJG_05595,HGPKINJB_04530,IJMDIMPO_04626,CJGAGBCL_05168,OLBBELCE_05512,DHHEPMPN_05325,IHHDMFPH_05371
group_3291,,hypothetical protein,10,10,1.0,8,94,,,,1032,1032,1032.0,JPLAHNLF_05416,JAGMMPDK_05407,EONIFOAI_05839,BJIDENJG_05845,HGPKINJB_04605,IJMDIMPO_04701,CJGAGBCL_05334,OLBBELCE_05609,DHHEPMPN_05455,IHHDMFPH_05531
algB,algB,Alginate biosynthesis transcriptional regulatory protein AlgB,10,10,1.0,8,93,,,,1347,1347,1347.0,JPLAHNLF_05426,JAGMMPDK_05397,EONIFOAI_05829,BJIDENJG_05855,HGPKINJB_04595,IJMDIMPO_04691,CJGAGBCL_05344,OLBBELCE_05619,DHHEPMPN_05445,IHHDMFPH_05521
metP_3,metP_3,Methionine import system permease protein MetP,10,10,1.0,8,92,,,,675,675,675.0,JPLAHNLF_05446,JAGMMPDK_05377,EONIFOAI_05809,BJIDENJG_05875,HGPKINJB_04575,IJMDIMPO_04671,CJGAGBCL_05364,OLBBELCE_05639,DHHEPMPN_05425,IHHDMFPH_05502
ctaD,ctaD,Cytochrome c oxidase subunit 1,10,10,1.0,8,91,,,,1587,1587,1587.0,JPLAHNLF_05335,JAGMMPDK_05236,EONIFOAI_05591,BJIDENJG_05561,HGPKINJB_04564,IJMDIMPO_04660,CJGAGBCL_05202,OLBBELCE_05478,DHHEPMPN_05359,IHHDMFPH_05405
group_3290,,hypothetical protein,10,10,1.0,8,90,,,,204,204,204.0,JPLAHNLF_05338,JAGMMPDK_05233,EONIFOAI_05588,BJIDENJG_05558,HGPKINJB_04567,IJMDIMPO_04663,CJGAGBCL_05205,OLBBELCE_05475,DHHEPMPN_05362,IHHDMFPH_05408
sasA_24,sasA_24,Adaptive-response sensory-kinase SasA,10,10,1.0,8,89,,,,2280,2280,2280.0,JPLAHNLF_05283,JAGMMPDK_05288,EONIFOAI_05643,BJIDENJG_05613,HGPKINJB_04512,IJMDIMPO_04608,CJGAGBCL_05150,OLBBELCE_05530,DHHEPMPN_05307,IHHDMFPH_05353
hemF,hemF,Oxygen-dependent coproporphyrinogen-III oxidase,10,10,1.0,8,88,,,,933,933,933.0,JPLAHNLF_05299,JAGMMPDK_05272,EONIFOAI_05627,BJIDENJG_05597,HGPKINJB_04528,IJMDIMPO_04624,CJGAGBCL_05166,OLBBELCE_05514,DHHEPMPN_05323,IHHDMFPH_05369
group_3289,,hypothetical protein,10,10,1.0,8,87,,,,765,765,765.0,JPLAHNLF_05339,JAGMMPDK_05232,EONIFOAI_05587,BJIDENJG_05557,HGPKINJB_04568,IJMDIMPO_04664,CJGAGBCL_05206,OLBBELCE_05474,DHHEPMPN_05363,IHHDMFPH_05409
group_3288,,hypothetical protein,10,10,1.0,8,86,,,,1044,1044,1044.0,JPLAHNLF_05321,JAGMMPDK_05250,EONIFOAI_05605,BJIDENJG_05575,HGPKINJB_04550,IJMDIMPO_04646,CJGAGBCL_05188,OLBBELCE_05492,DHHEPMPN_05345,IHHDMFPH_05391
group_3287,,hypothetical protein,10,10,1.0,8,85,,,,768,768,768.0,JPLAHNLF_05413,JAGMMPDK_05410,EONIFOAI_05842,BJIDENJG_05842,HGPKINJB_04608,IJMDIMPO_04704,CJGAGBCL_05331,OLBBELCE_05606,DHHEPMPN_05458,IHHDMFPH_05534
group_3286,,hypothetical protein,10,10,1.0,8,84,,,,939,939,939.0,JPLAHNLF_05419,JAGMMPDK_05404,EONIFOAI_05836,BJIDENJG_05848,HGPKINJB_04602,IJMDIMPO_04698,CJGAGBCL_05337,OLBBELCE_05612,DHHEPMPN_05452,IHHDMFPH_05528
group_3285,,hypothetical protein,10,10,1.0,8,83,,,,1047,1047,1047.0,JPLAHNLF_05334,JAGMMPDK_05237,EONIFOAI_05592,BJIDENJG_05562,HGPKINJB_04563,IJMDIMPO_04659,CJGAGBCL_05201,OLBBELCE_05479,DHHEPMPN_05358,IHHDMFPH_05404
osmC,osmC,Peroxiredoxin OsmC,10,10,1.0,8,82,,,,432,432,432.0,JPLAHNLF_05318,JAGMMPDK_05253,EONIFOAI_05608,BJIDENJG_05578,HGPKINJB_04547,IJMDIMPO_04643,CJGAGBCL_05185,OLBBELCE_05495,DHHEPMPN_05342,IHHDMFPH_05388
def_2,def_2,Peptide deformylase,10,10,1.0,8,81,,,,507,507,507.0,JPLAHNLF_05294,JAGMMPDK_05277,EONIFOAI_05632,BJIDENJG_05602,HGPKINJB_04523,IJMDIMPO_04619,CJGAGBCL_05161,OLBBELCE_05519,DHHEPMPN_05318,IHHDMFPH_05364
group_3284,,hypothetical protein,10,10,1.0,8,80,,,,945,945,945.0,JPLAHNLF_05282,JAGMMPDK_05289,EONIFOAI_05644,BJIDENJG_05614,HGPKINJB_04511,IJMDIMPO_04607,CJGAGBCL_05149,OLBBELCE_05531,DHHEPMPN_05306,IHHDMFPH_05352
group_3283,,hypothetical protein,10,10,1.0,8,79,,,,771,771,771.0,JPLAHNLF_05284,JAGMMPDK_05287,EONIFOAI_05642,BJIDENJG_05612,HGPKINJB_04513,IJMDIMPO_04609,CJGAGBCL_05151,OLBBELCE_05529,DHHEPMPN_05308,IHHDMFPH_05354
group_3282,,hypothetical protein,10,10,1.0,8,78,,,,288,288,288.0,JPLAHNLF_05425,JAGMMPDK_05398,EONIFOAI_05830,BJIDENJG_05854,HGPKINJB_04596,IJMDIMPO_04692,CJGAGBCL_05343,OLBBELCE_05618,DHHEPMPN_05446,IHHDMFPH_05522
trkA,trkA,Trk system potassium uptake protein TrkA,10,10,1.0,8,77,,,,1374,1374,1374.0,JPLAHNLF_05291,JAGMMPDK_05280,EONIFOAI_05635,BJIDENJG_05605,HGPKINJB_04520,IJMDIMPO_04616,CJGAGBCL_05158,OLBBELCE_05522,DHHEPMPN_05315,IHHDMFPH_05361
cc4,cc4,Cytochrome c4,10,10,1.0,8,76,,,,606,606,606.0,JPLAHNLF_05432,JAGMMPDK_05391,EONIFOAI_05823,BJIDENJG_05861,HGPKINJB_04589,IJMDIMPO_04685,CJGAGBCL_05350,OLBBELCE_05625,DHHEPMPN_05439,IHHDMFPH_05515
group_3281,,hypothetical protein,10,10,1.0,8,75,,,,1059,1059,1059.0,JPLAHNLF_05330,JAGMMPDK_05241,EONIFOAI_05596,BJIDENJG_05566,HGPKINJB_04559,IJMDIMPO_04655,CJGAGBCL_05197,OLBBELCE_05483,DHHEPMPN_05354,IHHDMFPH_05400
group_3280,,hypothetical protein,10,10,1.0,8,74,,,,216,216,216.0,JPLAHNLF_05406,JAGMMPDK_05417,EONIFOAI_05849,BJIDENJG_05835,HGPKINJB_04615,IJMDIMPO_04711,CJGAGBCL_05324,OLBBELCE_05599,DHHEPMPN_05465,IHHDMFPH_05541
group_3279,,Dodecin,10,10,1.0,8,73,,,,216,216,216.0,JPLAHNLF_05315,JAGMMPDK_05256,EONIFOAI_05611,BJIDENJG_05581,HGPKINJB_04544,IJMDIMPO_04640,CJGAGBCL_05182,OLBBELCE_05498,DHHEPMPN_05339,IHHDMFPH_05385
group_3278,,hypothetical protein,10,10,1.0,8,72,,,,291,291,291.0,JPLAHNLF_05436,JAGMMPDK_05387,EONIFOAI_05819,BJIDENJG_05865,HGPKINJB_04585,IJMDIMPO_04681,CJGAGBCL_05354,OLBBELCE_05629,DHHEPMPN_05435,IHHDMFPH_05511
group_3277,,hypothetical protein,10,10,1.0,8,71,,,,1659,1659,1659.0,JPLAHNLF_05414,JAGMMPDK_05409,EONIFOAI_05841,BJIDENJG_05843,HGPKINJB_04607,IJMDIMPO_04703,CJGAGBCL_05332,OLBBELCE_05607,DHHEPMPN_05457,IHHDMFPH_05533
group_3276,,hypothetical protein,10,10,1.0,8,70,,,,1383,1383,1383.0,JPLAHNLF_05415,JAGMMPDK_05408,EONIFOAI_05840,BJIDENJG_05844,HGPKINJB_04606,IJMDIMPO_04702,CJGAGBCL_05333,OLBBELCE_05608,DHHEPMPN_05456,IHHDMFPH_05532
group_3275,,hypothetical protein,10,10,1.0,8,69,,,,693,693,693.0,JPLAHNLF_05326,JAGMMPDK_05245,EONIFOAI_05600,BJIDENJG_05570,HGPKINJB_04555,IJMDIMPO_04651,CJGAGBCL_05193,OLBBELCE_05487,DHHEPMPN_05350,IHHDMFPH_05396
gcvA_10,gcvA_10,Glycine cleavage system transcriptional activator,10,10,1.0,8,68,,,,951,951,951.0,JPLAHNLF_05304,JAGMMPDK_05267,EONIFOAI_05622,BJIDENJG_05592,HGPKINJB_04533,IJMDIMPO_04629,CJGAGBCL_05171,OLBBELCE_05509,DHHEPMPN_05328,IHHDMFPH_05374
amiD_2,amiD_2,N-acetylmuramoyl-L-alanine amidase AmiD,10,10,1.0,8,67,,,,777,777,777.0,JPLAHNLF_05428,JAGMMPDK_05395,EONIFOAI_05827,BJIDENJG_05857,HGPKINJB_04593,IJMDIMPO_04689,CJGAGBCL_05346,OLBBELCE_05621,DHHEPMPN_05443,IHHDMFPH_05519
thrB,thrB,Homoserine kinase,10,10,1.0,8,66,,,,954,954,954.0,JPLAHNLF_05437,JAGMMPDK_05386,EONIFOAI_05818,BJIDENJG_05866,HGPKINJB_04584,IJMDIMPO_04680,CJGAGBCL_05355,OLBBELCE_05630,DHHEPMPN_05434,IHHDMFPH_05510
fmt,fmt,Methionyl-tRNA formyltransferase,10,10,1.0,8,65,,,,954,954,954.0,JPLAHNLF_05293,JAGMMPDK_05278,EONIFOAI_05633,BJIDENJG_05603,HGPKINJB_04522,IJMDIMPO_04618,CJGAGBCL_05160,OLBBELCE_05520,DHHEPMPN_05317,IHHDMFPH_05363
glyQ,glyQ,Glycine--tRNA ligase alpha subunit,10,10,1.0,8,64,,,,954,954,954.0,JPLAHNLF_05287,JAGMMPDK_05284,EONIFOAI_05639,BJIDENJG_05609,HGPKINJB_04516,IJMDIMPO_04612,CJGAGBCL_05154,OLBBELCE_05526,DHHEPMPN_05311,IHHDMFPH_05357
group_3274,,hypothetical protein,10,10,1.0,8,63,,,,780,780,780.0,JPLAHNLF_05295,JAGMMPDK_05276,EONIFOAI_05631,BJIDENJG_05601,HGPKINJB_04524,IJMDIMPO_04620,CJGAGBCL_05162,OLBBELCE_05518,DHHEPMPN_05319,IHHDMFPH_05365
uctC,uctC,Acetyl-CoA:oxalate CoA-transferase,10,10,1.0,8,62,,,,1221,1221,1221.0,JPLAHNLF_05399,JAGMMPDK_05424,EONIFOAI_05856,BJIDENJG_05828,HGPKINJB_04622,IJMDIMPO_04718,CJGAGBCL_05317,OLBBELCE_05592,DHHEPMPN_05472,IHHDMFPH_05548
group_3273,,hypothetical protein,10,10,1.0,8,61,,,,225,225,225.0,JPLAHNLF_05316,JAGMMPDK_05255,EONIFOAI_05610,BJIDENJG_05580,HGPKINJB_04545,IJMDIMPO_04641,CJGAGBCL_05183,OLBBELCE_05497,DHHEPMPN_05340,IHHDMFPH_05386
ctaA,ctaA,Heme A synthase,10,10,1.0,8,60,,,,1080,1080,1080.0,JPLAHNLF_05341,JAGMMPDK_05230,EONIFOAI_05585,BJIDENJG_05555,HGPKINJB_04570,IJMDIMPO_04666,CJGAGBCL_05208,OLBBELCE_05472,DHHEPMPN_05365,IHHDMFPH_05411
group_3272,,hypothetical protein,10,10,1.0,8,59,,,,879,879,879.0,JPLAHNLF_05430,JAGMMPDK_05393,EONIFOAI_05825,BJIDENJG_05859,HGPKINJB_04591,IJMDIMPO_04687,CJGAGBCL_05348,OLBBELCE_05623,DHHEPMPN_05441,IHHDMFPH_05517
dgoA,dgoA,2-dehydro-3-deoxy-6-phosphogalactonate aldolase,10,10,1.0,8,58,,,,621,621,621.0,JPLAHNLF_05307,JAGMMPDK_05264,EONIFOAI_05619,BJIDENJG_05589,HGPKINJB_04536,IJMDIMPO_04632,CJGAGBCL_05174,OLBBELCE_05506,DHHEPMPN_05331,IHHDMFPH_05377
trpB,trpB,Tryptophan synthase beta chain,10,10,1.0,8,57,,,,1227,1227,1227.0,JPLAHNLF_05312,JAGMMPDK_05259,EONIFOAI_05614,BJIDENJG_05584,HGPKINJB_04541,IJMDIMPO_04637,CJGAGBCL_05179,OLBBELCE_05501,DHHEPMPN_05336,IHHDMFPH_05382
group_3271,,hypothetical protein,10,10,1.0,8,56,,,,1230,1230,1230.0,JPLAHNLF_05421,JAGMMPDK_05402,EONIFOAI_05834,BJIDENJG_05850,HGPKINJB_04600,IJMDIMPO_04696,CJGAGBCL_05339,OLBBELCE_05614,DHHEPMPN_05450,IHHDMFPH_05526
group_3270,,hypothetical protein,10,10,1.0,8,55,,,,612,612,612.0,JPLAHNLF_05420,JAGMMPDK_05403,EONIFOAI_05835,BJIDENJG_05849,HGPKINJB_04601,IJMDIMPO_04697,CJGAGBCL_05338,OLBBELCE_05613,DHHEPMPN_05451,IHHDMFPH_05527
group_3269,,hypothetical protein,10,10,1.0,8,54,,,,303,303,303.0,JPLAHNLF_05433,JAGMMPDK_05390,EONIFOAI_05822,BJIDENJG_05862,HGPKINJB_04588,IJMDIMPO_04684,CJGAGBCL_05351,OLBBELCE_05626,DHHEPMPN_05438,IHHDMFPH_05514
znuC_2,znuC_2,Zinc import ATP-binding protein ZnuC,10,10,1.0,8,53,,,,786,786,786.0,JPLAHNLF_05441,JAGMMPDK_05382,EONIFOAI_05814,BJIDENJG_05870,HGPKINJB_04580,IJMDIMPO_04676,CJGAGBCL_05359,OLBBELCE_05634,DHHEPMPN_05430,IHHDMFPH_05507
polA,polA,DNA polymerase I,10,10,1.0,8,52,,,,2796,2796,2796.0,JPLAHNLF_05435,JAGMMPDK_05388,EONIFOAI_05820,BJIDENJG_05864,HGPKINJB_04586,IJMDIMPO_04682,CJGAGBCL_05353,OLBBELCE_05628,DHHEPMPN_05436,IHHDMFPH_05512
group_3268,,hypothetical protein,10,10,1.0,8,51,,,,453,453,453.0,JPLAHNLF_05310,JAGMMPDK_05261,EONIFOAI_05616,BJIDENJG_05586,HGPKINJB_04539,IJMDIMPO_04635,CJGAGBCL_05177,OLBBELCE_05503,DHHEPMPN_05334,IHHDMFPH_05380
znuB_2,znuB_2,High-affinity zinc uptake system membrane protein ZnuB,10,10,1.0,8,50,,,,789,789,789.0,JPLAHNLF_05442,JAGMMPDK_05381,EONIFOAI_05813,BJIDENJG_05871,HGPKINJB_04579,IJMDIMPO_04675,CJGAGBCL_05360,OLBBELCE_05635,DHHEPMPN_05429,IHHDMFPH_05506
group_3267,,hypothetical protein,10,10,1.0,8,49,,,,1095,1095,1095.0,JPLAHNLF_05296,JAGMMPDK_05275,EONIFOAI_05630,BJIDENJG_05600,HGPKINJB_04525,IJMDIMPO_04621,CJGAGBCL_05163,OLBBELCE_05517,DHHEPMPN_05320,IHHDMFPH_05366
group_3266,,Gluconate 2-dehydrogenase flavoprotein,10,10,1.0,8,48,,,,1785,1785,1785.0,JPLAHNLF_05328,JAGMMPDK_05243,EONIFOAI_05598,BJIDENJG_05568,HGPKINJB_04557,IJMDIMPO_04653,CJGAGBCL_05195,OLBBELCE_05485,DHHEPMPN_05352,IHHDMFPH_05398
kinB,kinB,Alginate biosynthesis sensor protein KinB,10,10,1.0,8,47,,,,1788,1788,1788.0,JPLAHNLF_05427,JAGMMPDK_05396,EONIFOAI_05828,BJIDENJG_05856,HGPKINJB_04594,IJMDIMPO_04690,CJGAGBCL_05345,OLBBELCE_05620,DHHEPMPN_05444,IHHDMFPH_05520
ctaE,ctaE,Cytochrome c oxidase subunit 3,10,10,1.0,8,46,,,,888,888,888.0,JPLAHNLF_05337,JAGMMPDK_05234,EONIFOAI_05589,BJIDENJG_05559,HGPKINJB_04566,IJMDIMPO_04662,CJGAGBCL_05204,OLBBELCE_05476,DHHEPMPN_05361,IHHDMFPH_05407
lpxP,lpxP,Lipid A biosynthesis palmitoleoyltransferase,10,10,1.0,8,45,,,,888,888,888.0,JPLAHNLF_05289,JAGMMPDK_05282,EONIFOAI_05637,BJIDENJG_05607,HGPKINJB_04518,IJMDIMPO_04614,CJGAGBCL_05156,OLBBELCE_05524,DHHEPMPN_05313,IHHDMFPH_05359
gmhB,gmhB,D-glycero-beta-D-manno-heptose-17-bisphosphate 7-phosphatase,10,10,1.0,8,44,,,,537,537,537.0,JPLAHNLF_05285,JAGMMPDK_05286,EONIFOAI_05641,BJIDENJG_05611,HGPKINJB_04514,IJMDIMPO_04610,CJGAGBCL_05152,OLBBELCE_05528,DHHEPMPN_05309,IHHDMFPH_05355
group_3265,,hypothetical protein,10,10,1.0,8,43,,,,309,309,309.0,JPLAHNLF_05409,JAGMMPDK_05414,EONIFOAI_05846,BJIDENJG_05838,HGPKINJB_04612,IJMDIMPO_04708,CJGAGBCL_05327,OLBBELCE_05602,DHHEPMPN_05462,IHHDMFPH_05538
yrdA_2,yrdA_2,Protein YrdA,10,10,1.0,8,42,,,,543,543,543.0,JPLAHNLF_05323,JAGMMPDK_05248,EONIFOAI_05603,BJIDENJG_05573,HGPKINJB_04552,IJMDIMPO_04648,CJGAGBCL_05190,OLBBELCE_05490,DHHEPMPN_05347,IHHDMFPH_05393
qorA_4,qorA_4,Quinone oxidoreductase 1,10,10,1.0,8,41,,,,978,978,978.0,JPLAHNLF_05298,JAGMMPDK_05273,EONIFOAI_05628,BJIDENJG_05598,HGPKINJB_04527,IJMDIMPO_04623,CJGAGBCL_05165,OLBBELCE_05515,DHHEPMPN_05322,IHHDMFPH_05368
group_3264,,hypothetical protein,10,10,1.0,8,40,,,,240,240,240.0,JPLAHNLF_05319,JAGMMPDK_05252,EONIFOAI_05607,BJIDENJG_05577,HGPKINJB_04548,IJMDIMPO_04644,CJGAGBCL_05186,OLBBELCE_05494,DHHEPMPN_05343,IHHDMFPH_05389
pntB_2,pntB_2,NAD(P) transhydrogenase subunit beta,10,10,1.0,8,39,,,,1437,1437,1437.0,JPLAHNLF_05404,JAGMMPDK_05419,EONIFOAI_05851,BJIDENJG_05833,HGPKINJB_04617,IJMDIMPO_04713,CJGAGBCL_05322,OLBBELCE_05597,DHHEPMPN_05467,IHHDMFPH_05543
group_3263,,hypothetical protein,10,10,1.0,8,38,,,,312,312,312.0,JPLAHNLF_05290,JAGMMPDK_05281,EONIFOAI_05636,BJIDENJG_05606,HGPKINJB_04519,IJMDIMPO_04615,CJGAGBCL_05157,OLBBELCE_05523,DHHEPMPN_05314,IHHDMFPH_05360
metQ_3,;metQ_3,hypothetical protein;Methionine-binding lipoprotein MetQ,10,11,1.1,8,37,,,,243,774,681.2727272727273,JPLAHNLF_05447,JAGMMPDK_05376;JAGMMPDK_05957,EONIFOAI_05808,BJIDENJG_05876,HGPKINJB_04574,IJMDIMPO_04670,CJGAGBCL_05365,OLBBELCE_05640,DHHEPMPN_05424,IHHDMFPH_05501
dsbA,dsbA,Thiol:disulfide interchange protein DsbA,10,10,1.0,8,36,,,,636,636,636.0,JPLAHNLF_05431,JAGMMPDK_05392,EONIFOAI_05824,BJIDENJG_05860,HGPKINJB_04590,IJMDIMPO_04686,CJGAGBCL_05349,OLBBELCE_05624,DHHEPMPN_05440,IHHDMFPH_05516
group_3262,,hypothetical protein,10,10,1.0,8,35,,,,636,636,636.0,JPLAHNLF_05343,JAGMMPDK_05228,EONIFOAI_05583,BJIDENJG_05553,HGPKINJB_04572,IJMDIMPO_04668,CJGAGBCL_05210,OLBBELCE_05470,DHHEPMPN_05367,IHHDMFPH_05413
group_3261,,hypothetical protein,10,10,1.0,8,34,,,,720,720,720.0,JPLAHNLF_05443,JAGMMPDK_05380,EONIFOAI_05812,BJIDENJG_05872,HGPKINJB_04578,IJMDIMPO_04674,CJGAGBCL_05361,OLBBELCE_05636,DHHEPMPN_05428,IHHDMFPH_05505
trpI,trpI,HTH-type transcriptional regulator TrpI,10,10,1.0,8,33,,,,897,897,897.0,JPLAHNLF_05313,JAGMMPDK_05258,EONIFOAI_05613,BJIDENJG_05583,HGPKINJB_04542,IJMDIMPO_04638,CJGAGBCL_05180,OLBBELCE_05500,DHHEPMPN_05337,IHHDMFPH_05383
mkl,mkl,putative ribonucleotide transport ATP-binding protein mkl,10,10,1.0,8,32,,,,804,804,804.0,JPLAHNLF_05418,JAGMMPDK_05405,EONIFOAI_05837,BJIDENJG_05847,HGPKINJB_04603,IJMDIMPO_04699,CJGAGBCL_05336,OLBBELCE_05611,DHHEPMPN_05453,IHHDMFPH_05529
cseB,cseB,Transcriptional regulatory protein CseB,10,10,1.0,8,31,,,,723,723,723.0,JPLAHNLF_05281,JAGMMPDK_05290,EONIFOAI_05645,BJIDENJG_05615,HGPKINJB_04510,IJMDIMPO_04606,CJGAGBCL_05148,OLBBELCE_05532,DHHEPMPN_05305,IHHDMFPH_05351
pntAA_2,pntAA_2,NAD(P) transhydrogenase subunit alpha part 1,10,10,1.0,8,30,,,,1122,1122,1122.0,JPLAHNLF_05402,JAGMMPDK_05421,EONIFOAI_05853,BJIDENJG_05831,HGPKINJB_04619,IJMDIMPO_04715,CJGAGBCL_05320,OLBBELCE_05595,DHHEPMPN_05469,IHHDMFPH_05545
ctaG,ctaG,Cytochrome c oxidase assembly protein CtaG,10,10,1.0,8,29,,,,552,552,552.0,JPLAHNLF_05336,JAGMMPDK_05235,EONIFOAI_05590,BJIDENJG_05560,HGPKINJB_04565,IJMDIMPO_04661,CJGAGBCL_05203,OLBBELCE_05477,DHHEPMPN_05360,IHHDMFPH_05406
ivy,ivy,Inhibitor of vertebrate lysozyme,10,10,1.0,8,28,,,,468,468,468.0,JPLAHNLF_05423,JAGMMPDK_05400,EONIFOAI_05832,BJIDENJG_05852,HGPKINJB_04598,IJMDIMPO_04694,CJGAGBCL_05341,OLBBELCE_05616,DHHEPMPN_05448,IHHDMFPH_05524
gcvA_11,gcvA_11,Glycine cleavage system transcriptional activator,10,10,1.0,8,27,,,,900,900,900.0,JPLAHNLF_05401,JAGMMPDK_05422,EONIFOAI_05854,BJIDENJG_05830,HGPKINJB_04620,IJMDIMPO_04716,CJGAGBCL_05319,OLBBELCE_05594,DHHEPMPN_05470,IHHDMFPH_05546
