Gene,Non-unique Gene name,Annotation,628C_scaffolds.fasta_PROKKA_09032023,629A2A_scaffolds.fasta_PROKKA_09032023,630A_scaffolds.fasta_PROKKA_09032023,631B_scaffolds.fasta_PROKKA_09032023,632B_scaffolds.fasta_PROKKA_09032023,633A_scaffolds.fasta_PROKKA_09032023,638A1_scaffolds.fasta_PROKKA_09032023,643E_scaffolds.fasta_PROKKA_09032023,649D1_scaffolds.fasta_PROKKA_09032023
engB,engB,putative GTP-binding protein EngB,AGBKPNDM_05322,OPLBPFOJ_05224,CBFJPJAN_05227,PFCICLLP_05294,IBOIIBEG_05818,MFFOPBKH_05164,POFILHDL_05234,DHNKKDKB_04499,PJIANKBB_05297
znuA,znuA,High-affinity zinc uptake system protein ZnuA,AGBKPNDM_05318,OPLBPFOJ_05220,CBFJPJAN_05223,PFCICLLP_05290,IBOIIBEG_05813,MFFOPBKH_05169,POFILHDL_05229,DHNKKDKB_04504,PJIANKBB_05301
group_3103,,hypothetical protein,AGBKPNDM_05343,OPLBPFOJ_05245,CBFJPJAN_05248,PFCICLLP_05315,IBOIIBEG_05839,MFFOPBKH_05143,POFILHDL_05255,DHNKKDKB_04478,PJIANKBB_05276
znuC_2,znuC_2,Zinc import ATP-binding protein ZnuC,AGBKPNDM_05316,OPLBPFOJ_05218,CBFJPJAN_05221,PFCICLLP_05288,IBOIIBEG_05811,MFFOPBKH_05171,POFILHDL_05227,DHNKKDKB_04506,PJIANKBB_05303
group_3102,,hypothetical protein,AGBKPNDM_05342,OPLBPFOJ_05244,CBFJPJAN_05247,PFCICLLP_05314,IBOIIBEG_05838,MFFOPBKH_05144,POFILHDL_05254,DHNKKDKB_04479,PJIANKBB_05277
ivy,ivy,Inhibitor of vertebrate lysozyme,AGBKPNDM_05333,OPLBPFOJ_05235,CBFJPJAN_05238,PFCICLLP_05305,IBOIIBEG_05829,MFFOPBKH_05153,POFILHDL_05245,DHNKKDKB_04488,PJIANKBB_05286
algB,algB,Alginate biosynthesis transcriptional regulatory protein AlgB,AGBKPNDM_05330,OPLBPFOJ_05232,CBFJPJAN_05235,PFCICLLP_05302,IBOIIBEG_05826,MFFOPBKH_05156,POFILHDL_05242,DHNKKDKB_04491,PJIANKBB_05289
citN_3,citN_3,Citrate transporter,AGBKPNDM_05344,OPLBPFOJ_05246,CBFJPJAN_05249,PFCICLLP_05316,IBOIIBEG_05840,MFFOPBKH_05142,POFILHDL_05256,DHNKKDKB_04477,PJIANKBB_05275
uctC,uctC,Acetyl-CoA:oxalate CoA-transferase,AGBKPNDM_05357,OPLBPFOJ_05259,CBFJPJAN_05262,PFCICLLP_05329,IBOIIBEG_05853,MFFOPBKH_05129,POFILHDL_05269,DHNKKDKB_04464,PJIANKBB_05262
group_3101,,hypothetical protein,AGBKPNDM_05332,OPLBPFOJ_05234,CBFJPJAN_05237,PFCICLLP_05304,IBOIIBEG_05828,MFFOPBKH_05154,POFILHDL_05244,DHNKKDKB_04489,PJIANKBB_05287
group_3100,,hypothetical protein,AGBKPNDM_05337,OPLBPFOJ_05239,CBFJPJAN_05242,PFCICLLP_05309,IBOIIBEG_05833,MFFOPBKH_05149,POFILHDL_05249,DHNKKDKB_04484,PJIANKBB_05282
cc4,cc4,Cytochrome c4,AGBKPNDM_05324,OPLBPFOJ_05226,CBFJPJAN_05229,PFCICLLP_05296,IBOIIBEG_05820,MFFOPBKH_05162,POFILHDL_05236,DHNKKDKB_04497,PJIANKBB_05295
pntB,pntB,NAD(P) transhydrogenase subunit beta,AGBKPNDM_05352,OPLBPFOJ_05254,CBFJPJAN_05257,PFCICLLP_05324,IBOIIBEG_05848,MFFOPBKH_05134,POFILHDL_05264,DHNKKDKB_04469,PJIANKBB_05267
gcvA_12,gcvA_12,Glycine cleavage system transcriptional activator,AGBKPNDM_05355,OPLBPFOJ_05257,CBFJPJAN_05260,PFCICLLP_05327,IBOIIBEG_05851,MFFOPBKH_05131,POFILHDL_05267,DHNKKDKB_04466,PJIANKBB_05264
cat1,cat1,Succinyl-CoA:coenzyme A transferase,AGBKPNDM_05351,OPLBPFOJ_05253,CBFJPJAN_05256,PFCICLLP_05323,IBOIIBEG_05847,MFFOPBKH_05135,POFILHDL_05263,DHNKKDKB_04470,PJIANKBB_05268
znuB_2,znuB_2,High-affinity zinc uptake system membrane protein ZnuB,AGBKPNDM_05315,OPLBPFOJ_05217,CBFJPJAN_05220,PFCICLLP_05287,IBOIIBEG_05810,MFFOPBKH_05172,POFILHDL_05226,DHNKKDKB_04507,PJIANKBB_05304
metQ_3,metQ_3,Methionine-binding lipoprotein MetQ,AGBKPNDM_05310,OPLBPFOJ_05212,CBFJPJAN_05215,PFCICLLP_05282,IBOIIBEG_05805,MFFOPBKH_05177,POFILHDL_05221,DHNKKDKB_04512,PJIANKBB_05309
group_3099,,hypothetical protein,AGBKPNDM_05262,OPLBPFOJ_05570,CBFJPJAN_05208,PFCICLLP_05599,IBOIIBEG_05075,MFFOPBKH_05121,POFILHDL_05173,DHNKKDKB_05472,PJIANKBB_05170
lplT,lplT,Lysophospholipid transporter LplT,AGBKPNDM_05259,OPLBPFOJ_05573,CBFJPJAN_05211,PFCICLLP_05602,IBOIIBEG_05078,MFFOPBKH_05124,POFILHDL_05170,DHNKKDKB_05475,PJIANKBB_05167
group_3098,,hypothetical protein,AGBKPNDM_05275,OPLBPFOJ_05557,CBFJPJAN_05195,PFCICLLP_05586,IBOIIBEG_05062,MFFOPBKH_05108,POFILHDL_05186,DHNKKDKB_05459,PJIANKBB_05183
gltS_1~~~gltS_2~~~gltS,gltS_1;gltS_2;gltS,Sodium/glutamate symporter,AGBKPNDM_05279,OPLBPFOJ_05552;OPLBPFOJ_05553,CBFJPJAN_05191;CBFJPJAN_05190,PFCICLLP_05582;PFCICLLP_05581,IBOIIBEG_05058,MFFOPBKH_05104,POFILHDL_05190,DHNKKDKB_05455,PJIANKBB_05187
group_3097,,hypothetical protein,AGBKPNDM_05274,OPLBPFOJ_05558,CBFJPJAN_05196,PFCICLLP_05587,IBOIIBEG_05063,MFFOPBKH_05109,POFILHDL_05185,DHNKKDKB_05460,PJIANKBB_05182
group_3096,,hypothetical protein,AGBKPNDM_05296,OPLBPFOJ_05615,CBFJPJAN_05173,PFCICLLP_05671,IBOIIBEG_06157,MFFOPBKH_05087,POFILHDL_05207,DHNKKDKB_05546,PJIANKBB_05204
gpsA,gpsA,Glycerol-3-phosphate dehydrogenase [NAD(P)+],AGBKPNDM_05303,OPLBPFOJ_05608,CBFJPJAN_05166,PFCICLLP_05678,IBOIIBEG_06150,MFFOPBKH_05080,POFILHDL_05214,DHNKKDKB_05539,PJIANKBB_05211
rcsC_29,rcsC_29,Sensor histidine kinase RcsC,AGBKPNDM_05306,OPLBPFOJ_05605,CBFJPJAN_05163,PFCICLLP_05681,IBOIIBEG_06147,MFFOPBKH_05077,POFILHDL_05217,DHNKKDKB_05536,PJIANKBB_05214
norG_6,norG_6,HTH-type transcriptional regulator NorG,AGBKPNDM_05289,OPLBPFOJ_05622,CBFJPJAN_05180,PFCICLLP_05664,IBOIIBEG_06164,MFFOPBKH_05094,POFILHDL_05200,DHNKKDKB_05553,PJIANKBB_05197
sixA,sixA,Phosphohistidine phosphatase SixA,AGBKPNDM_05301,OPLBPFOJ_05610,CBFJPJAN_05168,PFCICLLP_05676,IBOIIBEG_06152,MFFOPBKH_05082,POFILHDL_05212,DHNKKDKB_05541,PJIANKBB_05209
gstB_4,gstB_4,Glutathione S-transferase GstB,AGBKPNDM_05265,OPLBPFOJ_05567,CBFJPJAN_05205,PFCICLLP_05596,IBOIIBEG_05072,MFFOPBKH_05118,POFILHDL_05176,DHNKKDKB_05469,PJIANKBB_05173
yadH,yadH,Inner membrane transport permease YadH,AGBKPNDM_05263,OPLBPFOJ_05569,CBFJPJAN_05207,PFCICLLP_05598,IBOIIBEG_05074,MFFOPBKH_05120,POFILHDL_05174,DHNKKDKB_05471,PJIANKBB_05171
ydiK_2,ydiK_2,Putative transport protein YdiK,AGBKPNDM_05295,OPLBPFOJ_05616,CBFJPJAN_05174,PFCICLLP_05670,IBOIIBEG_06158,MFFOPBKH_05088,POFILHDL_05206,DHNKKDKB_05547,PJIANKBB_05203
pepV,pepV,Beta-Ala-Xaa dipeptidase,AGBKPNDM_05278,OPLBPFOJ_05554,CBFJPJAN_05192,PFCICLLP_05583,IBOIIBEG_05059,MFFOPBKH_05105,POFILHDL_05189,DHNKKDKB_05456,PJIANKBB_05186
pyrF,pyrF,Orotidine 5'-phosphate decarboxylase,AGBKPNDM_05292,OPLBPFOJ_05619,CBFJPJAN_05177,PFCICLLP_05667,IBOIIBEG_06161,MFFOPBKH_05091,POFILHDL_05203,DHNKKDKB_05550,PJIANKBB_05200
linC,linC,25-dichloro-25-cyclohexadiene-14-diol dehydrogenase,AGBKPNDM_05290,OPLBPFOJ_05621,CBFJPJAN_05179,PFCICLLP_05665,IBOIIBEG_06163,MFFOPBKH_05093,POFILHDL_05201,DHNKKDKB_05552,PJIANKBB_05198
ompR_4,ompR_4,Transcriptional regulatory protein OmpR,AGBKPNDM_05293,OPLBPFOJ_05618,CBFJPJAN_05176,PFCICLLP_05668,IBOIIBEG_06160,MFFOPBKH_05090,POFILHDL_05204,DHNKKDKB_05549,PJIANKBB_05201
group_3095,,hypothetical protein,AGBKPNDM_05305,OPLBPFOJ_05606,CBFJPJAN_05164,PFCICLLP_05680,IBOIIBEG_06148,MFFOPBKH_05078,POFILHDL_05216,DHNKKDKB_05537,PJIANKBB_05213
btuB_9,btuB_9,Vitamin B12 transporter BtuB,AGBKPNDM_05304,OPLBPFOJ_05607,CBFJPJAN_05165,PFCICLLP_05679,IBOIIBEG_06149,MFFOPBKH_05079,POFILHDL_05215,DHNKKDKB_05538,PJIANKBB_05212
group_3094,,hypothetical protein,AGBKPNDM_05272,OPLBPFOJ_05560,CBFJPJAN_05198,PFCICLLP_05589,IBOIIBEG_05065,MFFOPBKH_05111,POFILHDL_05183,DHNKKDKB_05462,PJIANKBB_05180
group_3093,,hypothetical protein,AGBKPNDM_05298,OPLBPFOJ_05613,CBFJPJAN_05171,PFCICLLP_05673,IBOIIBEG_06155,MFFOPBKH_05085,POFILHDL_05209,DHNKKDKB_05544,PJIANKBB_05206
yfmJ,yfmJ,Putative NADP-dependent oxidoreductase YfmJ,AGBKPNDM_05291,OPLBPFOJ_05620,CBFJPJAN_05178,PFCICLLP_05666,IBOIIBEG_06162,MFFOPBKH_05092,POFILHDL_05202,DHNKKDKB_05551,PJIANKBB_05199
sasA_20,sasA_20,Adaptive-response sensory-kinase SasA,AGBKPNDM_05294,OPLBPFOJ_05617,CBFJPJAN_05175,PFCICLLP_05669,IBOIIBEG_06159,MFFOPBKH_05089,POFILHDL_05205,DHNKKDKB_05548,PJIANKBB_05202
group_3092,,hypothetical protein,AGBKPNDM_05266,OPLBPFOJ_05566,CBFJPJAN_05204,PFCICLLP_05595,IBOIIBEG_05071,MFFOPBKH_05117,POFILHDL_05177,DHNKKDKB_05468,PJIANKBB_05174
dmlR_26,dmlR_26,HTH-type transcriptional regulator DmlR,AGBKPNDM_05269,OPLBPFOJ_05563,CBFJPJAN_05201,PFCICLLP_05592,IBOIIBEG_05068,MFFOPBKH_05114,POFILHDL_05180,DHNKKDKB_05465,PJIANKBB_05177
yadG,yadG,putative ABC transporter ATP-binding protein YadG,AGBKPNDM_05264,OPLBPFOJ_05568,CBFJPJAN_05206,PFCICLLP_05597,IBOIIBEG_05073,MFFOPBKH_05119,POFILHDL_05175,DHNKKDKB_05470,PJIANKBB_05172
menH_4,menH_4,2-succinyl-6-hydroxy-24-cyclohexadiene-1-carboxylate synthase,AGBKPNDM_05297,OPLBPFOJ_05614,CBFJPJAN_05172,PFCICLLP_05672,IBOIIBEG_06156,MFFOPBKH_05086,POFILHDL_05208,DHNKKDKB_05545,PJIANKBB_05205
group_3091,,Long-chain-fatty-acid--CoA ligase FadD15,AGBKPNDM_05300,OPLBPFOJ_05611,CBFJPJAN_05169,PFCICLLP_05675,IBOIIBEG_06153,MFFOPBKH_05083,POFILHDL_05211,DHNKKDKB_05542,PJIANKBB_05208
fadE_2,fadE_2,Acyl-coenzyme A dehydrogenase,AGBKPNDM_05267,OPLBPFOJ_05565,CBFJPJAN_05203,PFCICLLP_05594,IBOIIBEG_05070,MFFOPBKH_05116,POFILHDL_05178,DHNKKDKB_05467,PJIANKBB_05175
group_3090,,hypothetical protein,AGBKPNDM_05288,OPLBPFOJ_05623,CBFJPJAN_05181,PFCICLLP_05663,IBOIIBEG_06165,MFFOPBKH_05095,POFILHDL_05199,DHNKKDKB_05554,PJIANKBB_05196
group_3089,,hypothetical protein,AGBKPNDM_05260,OPLBPFOJ_05572,CBFJPJAN_05210,PFCICLLP_05601,IBOIIBEG_05077,MFFOPBKH_05123,POFILHDL_05171,DHNKKDKB_05474,PJIANKBB_05168
group_3088,,Cardiolipin synthase,AGBKPNDM_05277,OPLBPFOJ_05555,CBFJPJAN_05193,PFCICLLP_05584,IBOIIBEG_05060,MFFOPBKH_05106,POFILHDL_05188,DHNKKDKB_05457,PJIANKBB_05185
group_3087,,hypothetical protein,AGBKPNDM_05270,OPLBPFOJ_05562,CBFJPJAN_05200,PFCICLLP_05591,IBOIIBEG_05067,MFFOPBKH_05113,POFILHDL_05181,DHNKKDKB_05464,PJIANKBB_05178
panS,panS,Pantothenate precursors transporter PanS,AGBKPNDM_05257,OPLBPFOJ_05575,CBFJPJAN_05213,PFCICLLP_05604,IBOIIBEG_05080,MFFOPBKH_05126,POFILHDL_05168,DHNKKDKB_05477,PJIANKBB_05165
fabA,fabA,3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase,AGBKPNDM_05307,OPLBPFOJ_05604,CBFJPJAN_05162,PFCICLLP_05682,IBOIIBEG_06146,MFFOPBKH_05076,POFILHDL_05218,DHNKKDKB_05535,PJIANKBB_05215
phoD_2,phoD_2,Alkaline phosphatase D,AGBKPNDM_05271,OPLBPFOJ_05561,CBFJPJAN_05199,PFCICLLP_05590,IBOIIBEG_05066,MFFOPBKH_05112,POFILHDL_05182,DHNKKDKB_05463,PJIANKBB_05179
fabB,fabB,3-oxoacyl-[acyl-carrier-protein] synthase 1,AGBKPNDM_05308,OPLBPFOJ_05603,CBFJPJAN_05161,PFCICLLP_05683,IBOIIBEG_06145,MFFOPBKH_05075,POFILHDL_05219,DHNKKDKB_05534,PJIANKBB_05216
group_3086,,hypothetical protein,AGBKPNDM_05261,OPLBPFOJ_05571,CBFJPJAN_05209,PFCICLLP_05600,IBOIIBEG_05076,MFFOPBKH_05122,POFILHDL_05172,DHNKKDKB_05473,PJIANKBB_05169
group_3085,,hypothetical protein,AGBKPNDM_05286,OPLBPFOJ_05625,CBFJPJAN_05183,PFCICLLP_05661,IBOIIBEG_06167,MFFOPBKH_05097,POFILHDL_05197,DHNKKDKB_05556,PJIANKBB_05194
group_3084,,hypothetical protein,AGBKPNDM_05302,OPLBPFOJ_05609,CBFJPJAN_05167,PFCICLLP_05677,IBOIIBEG_06151,MFFOPBKH_05081,POFILHDL_05213,DHNKKDKB_05540,PJIANKBB_05210
group_3083,,Putative esterase,AGBKPNDM_05299,OPLBPFOJ_05612,CBFJPJAN_05170,PFCICLLP_05674,IBOIIBEG_06154,MFFOPBKH_05084,POFILHDL_05210,DHNKKDKB_05543,PJIANKBB_05207
catD_4,catD_4,3-oxoadipate enol-lactonase 2,AGBKPNDM_05287,OPLBPFOJ_05624,CBFJPJAN_05182,PFCICLLP_05662,IBOIIBEG_06166,MFFOPBKH_05096,POFILHDL_05198,DHNKKDKB_05555,PJIANKBB_05195
exbD_3,exbD_3,Biopolymer transport protein ExbD,AGBKPNDM_05273,OPLBPFOJ_05559,CBFJPJAN_05197,PFCICLLP_05588,IBOIIBEG_05064,MFFOPBKH_05110,POFILHDL_05184,DHNKKDKB_05461,PJIANKBB_05181
group_3082,,hypothetical protein,AGBKPNDM_05268,OPLBPFOJ_05564,CBFJPJAN_05202,PFCICLLP_05593,IBOIIBEG_05069,MFFOPBKH_05115,POFILHDL_05179,DHNKKDKB_05466,PJIANKBB_05176
gdx,gdx,Guanidinium exporter,AGBKPNDM_05258,OPLBPFOJ_05574,CBFJPJAN_05212,PFCICLLP_05603,IBOIIBEG_05079,MFFOPBKH_05125,POFILHDL_05169,DHNKKDKB_05476,PJIANKBB_05166
rdgC,rdgC,Recombination-associated protein RdgC,AGBKPNDM_05256,OPLBPFOJ_05576,CBFJPJAN_05788,PFCICLLP_05605,IBOIIBEG_05081,MFFOPBKH_05127,POFILHDL_05167,DHNKKDKB_05478,PJIANKBB_05164
tolQ_4,tolQ_4,Tol-Pal system protein TolQ,AGBKPNDM_05276,OPLBPFOJ_05556,CBFJPJAN_05194,PFCICLLP_05585,IBOIIBEG_05061,MFFOPBKH_05107,POFILHDL_05187,DHNKKDKB_05458,PJIANKBB_05184
iscS_2,iscS_2,Cysteine desulfurase IscS,AGBKPNDM_05249,OPLBPFOJ_05205,CBFJPJAN_04610,PFCICLLP_05275,IBOIIBEG_05134,MFFOPBKH_05069,POFILHDL_05160,DHNKKDKB_05257,PJIANKBB_05157
rhtA,rhtA,Threonine/homoserine exporter RhtA,AGBKPNDM_05254,OPLBPFOJ_05210,CBFJPJAN_04605,PFCICLLP_05280,IBOIIBEG_05139,MFFOPBKH_05074,POFILHDL_05165,DHNKKDKB_05262,PJIANKBB_05162
group_3081,,hypothetical protein,AGBKPNDM_05234,OPLBPFOJ_05190,CBFJPJAN_04625,PFCICLLP_05260,IBOIIBEG_05119,MFFOPBKH_05053,POFILHDL_05144,DHNKKDKB_05241,PJIANKBB_05142
pgrR_9,pgrR_9,HTH-type transcriptional regulator PgrR,AGBKPNDM_05201,OPLBPFOJ_05157,CBFJPJAN_04658,PFCICLLP_05227,IBOIIBEG_05086,MFFOPBKH_05020,POFILHDL_05111,DHNKKDKB_05208,PJIANKBB_05109
stp_2,;stp_2,hypothetical protein;Multidrug resistance protein Stp,AGBKPNDM_05200,OPLBPFOJ_05156,CBFJPJAN_04659,PFCICLLP_05226,IBOIIBEG_05084;IBOIIBEG_05085,MFFOPBKH_05019,POFILHDL_05110,DHNKKDKB_05207,PJIANKBB_05108
nsaD,nsaD,2-hydroxychromene-2-carboxylate isomerase,AGBKPNDM_05251,OPLBPFOJ_05207,CBFJPJAN_04608,PFCICLLP_05277,IBOIIBEG_05136,MFFOPBKH_05071,POFILHDL_05162,DHNKKDKB_05259,PJIANKBB_05159
group_3080,,hypothetical protein,AGBKPNDM_05208,OPLBPFOJ_05164,CBFJPJAN_04651,PFCICLLP_05234,IBOIIBEG_05093,MFFOPBKH_05027,POFILHDL_05118,DHNKKDKB_05215,PJIANKBB_05116
kdpA_2,kdpA_2,Potassium-transporting ATPase potassium-binding subunit,AGBKPNDM_05206,OPLBPFOJ_05162,CBFJPJAN_04653,PFCICLLP_05232,IBOIIBEG_05091,MFFOPBKH_05025,POFILHDL_05116,DHNKKDKB_05213,PJIANKBB_05114
leuD1_1,leuD1_1,3-isopropylmalate dehydratase small subunit 1,AGBKPNDM_05233,OPLBPFOJ_05189,CBFJPJAN_04626,PFCICLLP_05259,IBOIIBEG_05118,MFFOPBKH_05052,POFILHDL_05143,DHNKKDKB_05240,PJIANKBB_05141
kdpD_2,kdpD_2,Sensor protein KdpD,AGBKPNDM_05203,OPLBPFOJ_05159,CBFJPJAN_04656,PFCICLLP_05229,IBOIIBEG_05088,MFFOPBKH_05022,POFILHDL_05113,DHNKKDKB_05210,PJIANKBB_05111
phnR,phnR,Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons,AGBKPNDM_05223,OPLBPFOJ_05179,CBFJPJAN_04636,PFCICLLP_05249,IBOIIBEG_05108,MFFOPBKH_05042,POFILHDL_05133,DHNKKDKB_05230,PJIANKBB_05131
group_3079,,hypothetical protein,AGBKPNDM_05213,OPLBPFOJ_05169,CBFJPJAN_04646,PFCICLLP_05239,IBOIIBEG_05098,MFFOPBKH_05032,POFILHDL_05123,DHNKKDKB_05220,PJIANKBB_05121
cysW_2,cysW_2,Sulfate transport system permease protein CysW,AGBKPNDM_05220,OPLBPFOJ_05176,CBFJPJAN_04639,PFCICLLP_05246,IBOIIBEG_05105,MFFOPBKH_05039,POFILHDL_05130,DHNKKDKB_05227,PJIANKBB_05128
group_3078,,hypothetical protein,AGBKPNDM_05253,OPLBPFOJ_05209,CBFJPJAN_04606,PFCICLLP_05279,IBOIIBEG_05138,MFFOPBKH_05073,POFILHDL_05164,DHNKKDKB_05261,PJIANKBB_05161
kdpB_2,kdpB_2,Potassium-transporting ATPase ATP-binding subunit,AGBKPNDM_05204,OPLBPFOJ_05160,CBFJPJAN_04655,PFCICLLP_05230,IBOIIBEG_05089,MFFOPBKH_05023,POFILHDL_05114,DHNKKDKB_05211,PJIANKBB_05112
soxR,soxR,Redox-sensitive transcriptional activator SoxR,AGBKPNDM_05242,OPLBPFOJ_05198,CBFJPJAN_04617,PFCICLLP_05268,IBOIIBEG_05127,MFFOPBKH_05062,POFILHDL_05153,DHNKKDKB_05250,PJIANKBB_05150
prc,prc,Tail-specific protease,AGBKPNDM_05215,OPLBPFOJ_05171,CBFJPJAN_04644,PFCICLLP_05241,IBOIIBEG_05100,MFFOPBKH_05034,POFILHDL_05125,DHNKKDKB_05222,PJIANKBB_05123
group_3077,,hypothetical protein,AGBKPNDM_05231,OPLBPFOJ_05187,CBFJPJAN_04628,PFCICLLP_05257,IBOIIBEG_05116,MFFOPBKH_05050,POFILHDL_05141,DHNKKDKB_05238,PJIANKBB_05139
group_3076,,putative phosphatase,AGBKPNDM_05217,OPLBPFOJ_05173,CBFJPJAN_04642,PFCICLLP_05243,IBOIIBEG_05102,MFFOPBKH_05036,POFILHDL_05127,DHNKKDKB_05224,PJIANKBB_05125
group_3075,,hypothetical protein,AGBKPNDM_05212,OPLBPFOJ_05168,CBFJPJAN_04647,PFCICLLP_05238,IBOIIBEG_05097,MFFOPBKH_05031,POFILHDL_05122,DHNKKDKB_05219,PJIANKBB_05120
group_3074,,hypothetical protein,AGBKPNDM_05224,OPLBPFOJ_05180,CBFJPJAN_04635,PFCICLLP_05250,IBOIIBEG_05109,MFFOPBKH_05043,POFILHDL_05134,DHNKKDKB_05231,PJIANKBB_05132
fklB_2,fklB_2,FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase,AGBKPNDM_05210,OPLBPFOJ_05166,CBFJPJAN_04649,PFCICLLP_05236,IBOIIBEG_05095,MFFOPBKH_05029,POFILHDL_05120,DHNKKDKB_05217,PJIANKBB_05118
cysW_1,cysW_1,Sulfate transport system permease protein CysW,AGBKPNDM_05219,OPLBPFOJ_05175,CBFJPJAN_04640,PFCICLLP_05245,IBOIIBEG_05104,MFFOPBKH_05038,POFILHDL_05129,DHNKKDKB_05226,PJIANKBB_05127
group_3073,,hypothetical protein,AGBKPNDM_05207,OPLBPFOJ_05163,CBFJPJAN_04652,PFCICLLP_05233,IBOIIBEG_05092,MFFOPBKH_05026,POFILHDL_05117,DHNKKDKB_05214,PJIANKBB_05115
leuC_1,leuC_1,3-isopropylmalate dehydratase large subunit,AGBKPNDM_05232,OPLBPFOJ_05188,CBFJPJAN_04627,PFCICLLP_05258,IBOIIBEG_05117,MFFOPBKH_05051,POFILHDL_05142,DHNKKDKB_05239,PJIANKBB_05140
dehH1,dehH1,Haloacetate dehalogenase H-1,AGBKPNDM_05237,OPLBPFOJ_05193,CBFJPJAN_04622,PFCICLLP_05263,IBOIIBEG_05122,MFFOPBKH_05056,POFILHDL_05147,DHNKKDKB_05244,PJIANKBB_05145
sfnR_1,sfnR_1,Sigma54-dependent transcriptional activator SfnR,AGBKPNDM_05244,OPLBPFOJ_05200,CBFJPJAN_04615,PFCICLLP_05270,IBOIIBEG_05129,MFFOPBKH_05064,POFILHDL_05155,DHNKKDKB_05252,PJIANKBB_05152
group_3072,,hypothetical protein,AGBKPNDM_05214,OPLBPFOJ_05170,CBFJPJAN_04645,PFCICLLP_05240,IBOIIBEG_05099,MFFOPBKH_05033,POFILHDL_05124,DHNKKDKB_05221,PJIANKBB_05122
group_3071,,hypothetical protein,AGBKPNDM_05222,OPLBPFOJ_05178,CBFJPJAN_04637,PFCICLLP_05248,IBOIIBEG_05107,MFFOPBKH_05041,POFILHDL_05132,DHNKKDKB_05229,PJIANKBB_05130
group_3070,,hypothetical protein,AGBKPNDM_05228,OPLBPFOJ_05184,CBFJPJAN_04631,PFCICLLP_05254,IBOIIBEG_05113,MFFOPBKH_05047,POFILHDL_05138,DHNKKDKB_05235,PJIANKBB_05136
msuD_2,msuD_2,Methanesulfonate monooxygenase,AGBKPNDM_05246,OPLBPFOJ_05202,CBFJPJAN_04613,PFCICLLP_05272,IBOIIBEG_05131,MFFOPBKH_05066,POFILHDL_05157,DHNKKDKB_05254,PJIANKBB_05154
metQ_2,metQ_2;,putative D-methionine-binding lipoprotein MetQ;hypothetical protein,AGBKPNDM_05241,OPLBPFOJ_05197,CBFJPJAN_04618,PFCICLLP_05267,IBOIIBEG_05126,MFFOPBKH_05060;MFFOPBKH_05061,POFILHDL_05151;POFILHDL_05152,DHNKKDKB_05248;DHNKKDKB_05249,PJIANKBB_05149
znuC_1,znuC_1,Zinc import ATP-binding protein ZnuC,AGBKPNDM_05226,OPLBPFOJ_05182,CBFJPJAN_04633,PFCICLLP_05252,IBOIIBEG_05111,MFFOPBKH_05045,POFILHDL_05136,DHNKKDKB_05233,PJIANKBB_05134
dctA_1,dctA_1,C4-dicarboxylate transport protein,AGBKPNDM_05236,OPLBPFOJ_05192,CBFJPJAN_04623,PFCICLLP_05262,IBOIIBEG_05121,MFFOPBKH_05055,POFILHDL_05146,DHNKKDKB_05243,PJIANKBB_05144
group_3069,,hypothetical protein,AGBKPNDM_05221,OPLBPFOJ_05177,CBFJPJAN_04638,PFCICLLP_05247,IBOIIBEG_05106,MFFOPBKH_05040,POFILHDL_05131,DHNKKDKB_05228,PJIANKBB_05129
group_3068,,hypothetical protein,AGBKPNDM_05211,OPLBPFOJ_05167,CBFJPJAN_04648,PFCICLLP_05237,IBOIIBEG_05096,MFFOPBKH_05030,POFILHDL_05121,DHNKKDKB_05218,PJIANKBB_05119
dmlR_25,dmlR_25,HTH-type transcriptional regulator DmlR,AGBKPNDM_05235,OPLBPFOJ_05191,CBFJPJAN_04624,PFCICLLP_05261,IBOIIBEG_05120,MFFOPBKH_05054,POFILHDL_05145,DHNKKDKB_05242,PJIANKBB_05143
ppsC,ppsC,Phthiocerol synthesis polyketide synthase type I PpsC,AGBKPNDM_05216,OPLBPFOJ_05172,CBFJPJAN_04643,PFCICLLP_05242,IBOIIBEG_05101,MFFOPBKH_05035,POFILHDL_05126,DHNKKDKB_05223,PJIANKBB_05124
group_3067,,hypothetical protein,AGBKPNDM_05229,OPLBPFOJ_05185,CBFJPJAN_04630,PFCICLLP_05255,IBOIIBEG_05114,MFFOPBKH_05048,POFILHDL_05139,DHNKKDKB_05236,PJIANKBB_05137
group_3066,,hypothetical protein,AGBKPNDM_05250,OPLBPFOJ_05206,CBFJPJAN_04609,PFCICLLP_05276,IBOIIBEG_05135,MFFOPBKH_05070,POFILHDL_05161,DHNKKDKB_05258,PJIANKBB_05158
group_3065,,hypothetical protein,AGBKPNDM_05209,OPLBPFOJ_05165,CBFJPJAN_04650,PFCICLLP_05235,IBOIIBEG_05094,MFFOPBKH_05028,POFILHDL_05119,DHNKKDKB_05216,PJIANKBB_05117
