unique_id	genome_name	kegg_module	module_name	module_class	module_category	module_subcategory	module_definition	module_completeness	module_is_complete	kofam_hits_in_module	gene_caller_ids_in_module	warnings	genome
82	PF_Cali	M00546	Purine degradation, xanthine => urea	Pathway modules	Nucleotide metabolism	Purine metabolism	(K00106,K00087+K13479+K13480,K13481+K13482,K11177+K11178+K13483) (K00365,K16838,K16839,K22879) (K13484,K07127 (K13485,K16838,K16840)) (K01466,K16842) K01477	0.833333333333333	True	K01477,K07127,K07127,K11177,K11178,K13481,K13482,K13483,K13485,K16842	971,974,4124,2714,2713,724,723,2712,972,973	None	628C
83	PF_Cali	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	Pathway modules	Nucleotide metabolism	Pyrimidine metabolism	(K11540,(K11541 K01465),((K01954,K01955+K01956) (K00609+K00610,K00608) K01465)) (K00226,K00254,K17828) (K13421,K00762 K01591)	0.916666666666667	True	K00254,K00609,K00762,K01465,K01465,K01465,K01591,K01955,K01956	713,327,97,326,5845,2949,1629,2773,2772	None	628C
84	PF_Cali	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	Pathway modules	Nucleotide metabolism	Pyrimidine metabolism	(K13800,K13809,K09903) (K00940,K18533) K01937	1	True	K00940,K01937,K01937,K09903	1927,5194,4312,5178	None	628C
85	PF_Cali	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	Pathway modules	Nucleotide metabolism	Pyrimidine metabolism	(K00524,K00525+K00526,K10807+K10808) (K00940,K18533) (K00527,K21636) K01494 K01520 (K00560,K13998) K00943 K00940	0.875	True	K00525,K00526,K00526,K00560,K00940,K00943,K01494,K01520	5424,4332,5705,275,1927,3675,5209,101	None	628C
86	PF_Cali	M00046	Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate	Pathway modules	Nucleotide metabolism	Pyrimidine metabolism	(K00207,K17722+K17723) K01464 (K01431,K06016)	1	True	K01464,K06016,K06016,K17722,K17723	3386,3337,3388,3385,3384	None	628C
87	PF_Cali	M00020	Serine biosynthesis, glycerate-3P => serine	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	K00058 K00831 (K01079,K02203,K22305)	1	True	K00058,K00058,K00831,K01079,K02203	262,5047,1427,2274,671	None	628C
88	PF_Cali	M00018	Threonine biosynthesis, aspartate => homoserine => threonine	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	(K00928,K12524,K12525,K12526) K00133 (K00003,K12524,K12525) (K00872,K02204,K02203) K01733	1	True	K00003,K00133,K00133,K00928,K01733,K02203,K02204	1871,4380,4381,4352,1870,671,2066	None	628C
89	PF_Cali	M00555	Betaine biosynthesis, choline => betaine	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	(K17755,((K00108,K11440,K00499) (K00130,K14085)))	1	True	K00108,K00108,K00108,K00108,K00130	4678,403,3904,5723,404	None	628C
90	PF_Cali	M00033	Ectoine biosynthesis, aspartate => ectoine	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	K00928 K00133 K00836 K06718 K06720	0.6	False	K00133,K00133,K00836,K00928	4380,4381,955,4352	None	628C
91	PF_Cali	M00021	Cysteine biosynthesis, serine => cysteine	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	(K00640,K23304) (K01738,K13034,K17069)	1	True	K00640,K00640,K00640,K01738,K01738	5517,688,1936,1331,689	None	628C
92	PF_Cali	M00338	Cysteine biosynthesis, homocysteine + serine => cysteine	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	(K01697,K10150) K01758	1	True	K01697,K01758	3731,3730	None	628C
93	PF_Cali	M00609	Cysteine biosynthesis, methionine => cysteine	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	K00789 K17462 K01243 K07173 K17216 K17217	0.166666666666667	False	K00789	380	None	628C
94	PF_Cali	M00017	Methionine biosynthesis, apartate => homoserine => methionine	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	(K00928,K12524,K12525) K00133 (K00003,K12524,K12525) (K00651,K00641) K01739 (K01760,K14155) (K00548,K24042,K00549)	1	True	K00003,K00133,K00133,K00548,K00549,K00641,K00928,K01739,K01739,K01760,K01760,K14155	1871,4380,4381,4949,5622,319,4352,3730,5915,3932,3730,3917	None	628C
95	PF_Cali	M00034	Methionine salvage pathway	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	K00789 K01611 K00797 ((K01243,K01244) K00899,K00772) K08963 (K16054,K08964 (K09880,K08965 K08966)) K08967 (K00815,K08969,K23977,K00832,K00838)	0.625	False	K00789,K00797,K00832,K08963,K08966,K08967	380,1501,1117,1425,2974,998	None	628C
96	PF_Cali	M00035	Methionine degradation	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	K00789 (K00558,K17398,K17399) K01251 (K01697,K10150)	0.75	True	K00789,K01251,K01697	380,369,3731	None	628C
97	PF_Cali	M00368	Ethylene biosynthesis, methionine => ethylene	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	K00789 (K01762,K20772) K05933	0.333333333333333	False	K00789	380	None	628C
98	PF_Cali	M00019	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	K01652+(K01653,K11258) K00053 K01687 K00826	1	True	K00053,K00826,K01652,K01652,K01652,K01652,K01653,K01687	2819,3360,4639,2817,1294,1560,2818,289	None	628C
99	PF_Cali	M00535	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	K09011 K01703+K01704 K00052	0.666666666666667	False	K00052,K01703,K01703,K01704,K01704	4379,4376,1152,4377,1153	None	628C
100	PF_Cali	M00570	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	(K17989,K01754) K01652+(K01653,K11258) K00053 K01687 K00826	1	True	K00053,K00826,K01652,K01652,K01652,K01652,K01653,K01687,K01754,K01754,K01754	2819,3360,4639,2817,1294,1560,2818,289,268,5654,5728	None	628C
101	PF_Cali	M00432	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	K01649 (K01702,K01703+K01704) K00052	1	True	K00052,K01649,K01703,K01703,K01704,K01704	4379,1916,4376,1152,4377,1153	None	628C
102	PF_Cali	M00036	Leucine degradation, leucine => acetoacetate + acetyl-CoA	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	K00826 ((K00166+K00167,K11381)+K09699+K00382) (K00253,K00249) (K01968+K01969) (K05607,K13766) K01640	1	True	K00166,K00167,K00249,K00249,K00249,K00249,K00249,K00249,K00249,K00249,K00253,K00382,K00382,K00826,K01640,K01640,K01968,K01969,K09699,K13766	3364,3363,4641,4934,4228,743,938,3433,3878,3880,3433,1585,3361,3360,4937,1215,3430,3432,3362,3431	None	628C
103	PF_Cali	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K00674 (K00821,K14267) K01439 K01778 (K01586,K12526)	1	True	K00133,K00133,K00215,K00674,K00821,K00821,K00821,K00928,K01439,K01586,K01586,K01714,K01714,K01714,K01778,K01778,K01778,K14267	4380,4381,2771,5167,4342,1408,480,4352,5162,144,1526,1207,1270,3732,4732,143,5609,5173	None	628C
104	PF_Cali	M00525	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	K00928 K00133 K01714 K00215 K05822 K00841 K05823 K01778 K01586	0.666666666666667	False	K00133,K00133,K00215,K00928,K01586,K01586,K01714,K01714,K01714,K01778,K01778,K01778	4380,4381,2771,4352,144,1526,1207,1270,3732,4732,143,5609	None	628C
105	PF_Cali	M00526	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K03340 (K01586,K12526)	0.833333333333333	True	K00133,K00133,K00215,K00928,K01586,K01586,K01714,K01714,K01714	4380,4381,2771,4352,144,1526,1207,1270,3732	None	628C
106	PF_Cali	M00527	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K10206 K01778 (K01586,K12526)	0.857142857142857	True	K00133,K00133,K00215,K00928,K01586,K01586,K01714,K01714,K01714,K01778,K01778,K01778	4380,4381,2771,4352,144,1526,1207,1270,3732,4732,143,5609	None	628C
107	PF_Cali	M00030	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	K01655 K17450 K01705 K05824 K00838 K00143 (K00293,K24034) K00290	0.125	False	K00290	5637	None	628C
108	PF_Cali	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA	Pathway modules	Amino acid metabolism	Lysine metabolism	K14157 K14085 K00825 (K15791+K00658+K00382) K00252 (K07514,(K07515,K07511) K00022)	0.277777777777778	False	K00252,K00382,K00382,K00658	2103,1585,3361,1584	None	628C
109	PF_Cali	M00028	Ornithine biosynthesis, glutamate => ornithine	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	(K00618,K00619,K14681,K14682,K00620,K22477,K22478) ((K00930,K22478) K00145,K12659) (K00818,K00821) (K01438,K14677,K00620)	1	True	K00145,K00620,K00821,K00821,K00821,K00930,K01438,K01438,K14682,K22477,K22477	537,1797,4342,1408,480,98,1074,223,224,5049,3359	None	628C
110	PF_Cali	M00844	Arginine biosynthesis, ornithine => arginine	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	K00611 K01940 (K01755,K14681)	1	True	K00611,K00611,K01755,K01755,K01940	2955,1750,4327,152,2947	None	628C
111	PF_Cali	M00845	Arginine biosynthesis, glutamate => acetylcitrulline => arginine	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	K22478 K00145 K00821 K09065 K01438 K01940 K01755	0.714285714285714	False	K00145,K00821,K00821,K00821,K01438,K01438,K01755,K01755,K01940	537,4342,1408,480,1074,223,4327,152,2947	None	628C
112	PF_Cali	M00029	Urea cycle	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	K01948 K00611 K01940 (K01755,K14681) K01476	0.6	False	K00611,K00611,K01755,K01755,K01940	2955,1750,4327,152,2947	None	628C
113	PF_Cali	M00015	Proline biosynthesis, glutamate => proline	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	((K00931 K00147),K12657) K00286	1	True	K00147,K00286,K00931	2644,321,2010	None	628C
114	PF_Cali	M00047	Creatine pathway	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	K00613 K00542 K00933	0.333333333333333	False	K00613	4656	None	628C
115	PF_Cali	M00879	Arginine succinyltransferase pathway, arginine => glutamate	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	K00673 K01484 K00840 K06447 K05526	1	True	K00673,K00673,K00840,K01484,K05526,K06447	4344,4343,4342,4346,4348,4345	None	628C
116	PF_Cali	M00133	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine	Pathway modules	Amino acid metabolism	Polyamine biosynthesis	(K01583,K01584,K01585,K02626) K01480 K01611 K00797	0.75	True	K00797,K01480,K01584,K01585	1501,819,5132,2388	None	628C
117	PF_Cali	M00134	Polyamine biosynthesis, arginine => ornithine => putrescine	Pathway modules	Amino acid metabolism	Polyamine biosynthesis	K01476 K01581	0.5	False	K01581	4200	None	628C
118	PF_Cali	M00135	GABA biosynthesis, eukaryotes, putrescine => GABA	Pathway modules	Amino acid metabolism	Polyamine biosynthesis	K00657 K00274 (K00128,K14085,K00149) --	0.5	False	K00274,K00657	3259,3690	-- steps are assumed incomplete	628C
119	PF_Cali	M00136	GABA biosynthesis, prokaryotes, putrescine => GABA	Pathway modules	Amino acid metabolism	Polyamine biosynthesis	K09470 K09471 K09472 K09473	0.5	False	K09471,K09471,K09471,K09471,K09471,K09471,K09471,K09471,K09472	113,3298,2442,2317,3723,5923,4011,5625,108	None	628C
120	PF_Cali	M00026	Histidine biosynthesis, PRPP => histidine	Pathway modules	Amino acid metabolism	Histidine metabolism	(K00765-K02502) (K01523 K01496,K11755,K14152) (K01814,K24017) (K02501+K02500,K01663) ((K01693 K00817 (K04486,K05602,K18649)),(K01089 K00817)) (K00013,K14152)	0.888888888888889	True	K00013,K00765,K00817,K00817,K00817,K01496,K01496,K01523,K01693,K01814,K02500,K02501,K02502	4283,4282,4284,1429,1973,2157,5843,2156,5448,5445,5444,5447,2293	None	628C
121	PF_Cali	M00045	Histidine degradation, histidine => N-formiminoglutamate => glutamate	Pathway modules	Amino acid metabolism	Histidine metabolism	K01745 K01712 K01468 (K01479,K00603,K13990,(K05603 K01458))	1	True	K01458,K01468,K01712,K01745,K01745,K01745,K05603	2139,2138,2130,2136,2135,2201,2127	None	628C
122	PF_Cali	M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	(K01626,K03856,K13853) (((K01735,K13829) ((K03785,K03786) K00014,K13832)),K13830) ((K00891,K13829) (K00800,K24018),K13830) K01736	1	True	K00014,K00014,K00014,K00800,K00800,K00891,K01626,K01626,K01626,K01735,K01735,K01736,K03786,K03786,K03786,K24018	2705,4708,561,1430,5694,2182,4637,1500,1482,2183,3629,996,2706,1065,2382,1430	None	628C
123	PF_Cali	M00023	Tryptophan biosynthesis, chorismate => tryptophan	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	(((K01657+K01658,K13503,K13501,K01656) K00766),K13497) (((K01817,K24017) (K01656,K01609)),K13498,K13501) (K01695+(K01696,K06001),K01694)	1	True	K00766,K00766,K01609,K01657,K01658,K01695,K01696,K01817	526,4820,527,523,525,572,573,4384	None	628C
124	PF_Cali	M00024	Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	((K01850,K04092,K14187,K04093,K04516,K06208,K06209) (K01713,K04518,K05359),K14170) (K00832,K00838)	1	True	K00832,K01713,K04093,K04518,K14170	1117,1304,2114,1428,1428	None	628C
125	PF_Cali	M00025	Tyrosine biosynthesis, chorismate => HPP => tyrosine	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	(((K01850,K04092,K14170,K04093,K04516,K06208,K06209) (K04517,K00211)),K14187) (K00832,K00838)	1	True	K00832,K04093,K04517,K04517,K14170	1117,2114,1430,1429,1428	None	628C
126	PF_Cali	M00040	Tyrosine biosynthesis, chorismate => arogenate => tyrosine	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	(K01850,K04092,K14170) (K00832,K15849) (K00220,K24018,K15227)	1	True	K00832,K14170,K24018	1117,1428,1430	None	628C
127	PF_Cali	M00044	Tyrosine degradation, tyrosine => homogentisate	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	(K00815,K00838,K00832,K03334) K00457 K00451 K01800 (K01555,K16171)	1	True	K00451,K00457,K00457,K00832,K01555,K01800	3072,2703,3847,1117,3071,3070	None	628C
128	PF_Cali	M00533	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	K00455 K00151 K01826 K05921	1	True	K00151,K00455,K01826,K01826,K05921,K05921	3305,3304,1290,3303,3306,3307	None	628C
129	PF_Cali	M00038	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	(K00453,K00463) (K01432,K14263,K07130) K00486 K01556 K00452 K03392 (K10217,K23234)	0.428571428571429	False	K00453,K01432,K01556,K07130	2043,2389,2032,2044	None	628C
130	PF_Cali	M00027	GABA (gamma-Aminobutyrate) shunt	Pathway modules	Amino acid metabolism	Other amino acid metabolism	K01580 (K13524,K07250,K00823,K16871) (K00135,K00139,K17761)	1	True	K00135,K00135,K00823,K01580,K07250,K07250	4133,5708,4134,3983,4134,2973	None	628C
131	PF_Cali	M00118	Glutathione biosynthesis, glutamate => glutathione	Pathway modules	Amino acid metabolism	Other amino acid metabolism	(K11204+K11205,K01919) (K21456,K01920)	1	True	K01919,K01920	5509,332	None	628C
132	PF_Cali	M00060	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type	Pathway modules	Glycan metabolism	Lipopolysaccharide metabolism	K00677 K02535 K02536 (K03269,K09949) K00748 K00912 K02527 K02517 K02560	0.888888888888889	True	K00677,K00748,K00912,K02517,K02517,K02527,K02535,K02536,K03269,K03269	5188,5189,4796,550,965,2259,2830,5186,4924,869	None	628C
133	PF_Cali	M00866	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type	Pathway modules	Glycan metabolism	Lipopolysaccharide metabolism	K00677 (K02535,K16363) K02536 (K03269,K09949) K00748 K00912 K02527 K02517 K09778	0.888888888888889	True	K00677,K00748,K00912,K02517,K02517,K02527,K02535,K02536,K03269,K03269	5188,5189,4796,550,965,2259,2830,5186,4924,869	None	628C
134	PF_Cali	M00867	KDO2-lipid A modification pathway	Pathway modules	Glycan metabolism	Lipopolysaccharide metabolism	K12977 K03760 K23082+K23083 K23159 K09953	0.1	False	K23083	1960	None	628C
135	PF_Cali	M00063	CMP-KDO biosynthesis	Pathway modules	Glycan metabolism	Lipopolysaccharide metabolism	K06041 K01627 K03270 K00979	1	True	K00979,K01627,K03270,K06041	4794,5195,4273,4274	None	628C
136	PF_Cali	M00064	ADP-L-glycero-D-manno-heptose biosynthesis	Pathway modules	Glycan metabolism	Lipopolysaccharide metabolism	K03271 (K03272,K21344) K03273 (K03272,K21345) K03274	0.8	True	K03271,K03272,K03273	2849,2252,546	None	628C
137	PF_Cali	M00127	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K03148+K03154 K03151 K03150 K03149 K03147 ((K00941 K00788),K14153,K21219) K00946	0.8125	True	K00788,K00941,K00946,K03147,K03149,K03151,K03154	2672,2673,2594,2261,312,2117,311	None	628C
138	PF_Cali	M00895	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K03148+K03154 K03151 K03153 K03149 K10810 K03147 K00941 K00788 K00946	0.833333333333333	True	K00788,K00941,K00946,K03147,K03149,K03151,K03153,K03154	2672,2673,2594,2261,312,2117,5307,311	None	628C
139	PF_Cali	M00896	Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K22699 K03147 (K00941 (K00788,K21220),K21219) K00946	0.8	True	K00788,K00941,K00946,K03147	2672,2673,2594,2261	None	628C
140	PF_Cali	M00897	Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K03146 K03147 K14153 K22911 K00949	0.2	False	K03147	2261	None	628C
141	PF_Cali	M00899	Thiamine salvage pathway, HMP/HET => TMP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K00878 ((K00941 K00788),K14153,K21219)	0.666666666666667	False	K00788,K00941	2672,2673	None	628C
142	PF_Cali	M00125	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	(K01497,K14652) (K01498 K00082,K11752) (K22912,K20860,K20861,K20862,K21063,K21064) (K02858,K14652) K00794 K00793 (K20884 K22949,K11753)	1	True	K00793,K00794,K00794,K01497,K11752,K11753,K14652,K20862,K21064	2590,2592,4349,2596,2589,5317,2591,140,3507	None	628C
143	PF_Cali	M00911	Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K01497 K14654 K14655 -- K02858 K00794 K00793 K00861 K00953	0.333333333333333	False	K00793,K00794,K00794,K01497	2590,2592,4349,2596	-- steps are assumed incomplete	628C
144	PF_Cali	M00124	Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K03472 K03473 K00831 K00097 K03474 K00275	1	True	K00097,K00275,K00831,K03472,K03473,K03474	507,5234,1427,383,1337,3031	None	628C
145	PF_Cali	M00115	NAD biosynthesis, aspartate => quinolinate => NAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	(K00278,K06989) K03517 K00767 (K00969,K06210) (K01916,K01950)	1	True	K00278,K00767,K00969,K01916,K03517	1260,4184,2645,2313,1760	None	628C
146	PF_Cali	M00912	NAD biosynthesis, tryptophan => quinolinate => NAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	(K00453,K00463) (K01432,K14263,K07130) K00486 K01556 K00452 K00767 (K00969,K06210) (K01916,K01950)	0.75	True	K00453,K00767,K00969,K01432,K01556,K01916,K07130	2043,4184,2645,2389,2032,2313,2044	None	628C
